response_id,prolific_pid,start_date,end_date,duration_s,assigned_condition,endorser_gender,endorser_id,endorser_slider_q1,endorser_slider_q2,display_strength_q1,display_strength_q2,q2_variance_delta,trust_d1,trust_d2,trust_change,abs_change,q1_pair_id,q2_pair_id,q1_category,q2_category,q1_truth,q1_selected,q1_correct,q1_bonus,rt_d1,rt_d2,rt_outcome,gender_cond,accuracy_cond,strength_cond,outcome,cq1_correct,cq2_correct,cq3_correct,cq4_correct,cq5_correct,cq_score,cq_score_qualtrics,cq_perfect,manip_response,manip_correct,manip_missing,participant_gender,age,race,best_participant,changer,female_endorser,success,strong,trust_d1_centered,age_centered
R_5g5S3ufkpgs4EGo,66c6ad713afa83a1ba517d18,2026-03-28T00:36:50Z,2026-03-28T00:51:05Z,855.0,W_correct_strong,Female,6679dc943f855ba978447c25,8.0,89.0,77.0,71.0,-6.0,75.0,100.0,25.0,25.0,dominant_man_wins,close_woman_wins,Dominant_ManWins,Close_WomanWins,A,A,1,0.88,26.14,17.791,34.996,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,62.0,White,1,1,1,1,1,32.3235,16.6642
R_3juBaOSVbaG5ASI,6944565ececff7a71b83d5f3,2026-03-28T00:58:13Z,2026-03-28T01:02:07Z,233.0,M_incorrect_weak,Male,5ced8f96a726ed0015d31452,43.0,1.0,21.0,16.0,-5.0,100.0,100.0,0.0,0.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,A,0,0.0,17.704,1.624,2.458,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Male,37.0,White,1,0,0,0,0,57.3235,-8.3358
R_6dXwB0JJjn4wMr3,59014a56baa70f0001ea4c3b,2026-03-28T00:57:13Z,2026-03-28T01:03:54Z,400.0,W_incorrect_weak,Female,671165ce01cd9c2699b90dc1,47.0,6.0,15.0,26.0,11.0,76.0,76.0,0.0,0.0,identical_woman_woman,misleading_man_looks_better,Identical_WomanWoman_Bwins,ObviousFails_ManLooksBetter,B,A,0,0.12,15.412,7.8,11.688,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,42.0,White,1,0,1,0,0,33.3235,-3.3358
R_707Y1Zv7TktkMP4,651b29ff3a6cadf518640abe,2026-03-28T01:02:32Z,2026-03-28T01:11:51Z,558.0,W_correct_weak,Female,5b81e0a72ce68d0001fa68d5,56.0,12.0,20.0,12.0,-8.0,0.0,0.0,0.0,0.0,split_unknowns,dominant_man_wins,SplitUnknowns_ManWins,Dominant_ManWins,B,B,1,0.5,37.653,9.378,23.736,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,58.0,Asian,1,0,1,1,0,-42.6765,12.6642
R_12znRH0T9vSjDN5,612e88e81952522ab3d8d8a7,2026-03-28T01:04:49Z,2026-03-28T01:12:09Z,440.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,90.0,11.0,9.0,20.0,11.0,11.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.55,45.006,11.11,14.37,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,26.0,White,1,1,1,1,1,-33.6765,-19.3358
R_3pWTEaWvRFfO4Df,674e687921292d0e35ddf722,2026-03-28T01:09:58Z,2026-03-28T01:14:53Z,294.0,M_incorrect_strong,Male,5ee00b8630f30b34f2a5dc1c,6.0,4.0,80.0,90.0,10.0,25.0,15.0,-10.0,10.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.38,33.738,9.188,5.145,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,25.0,White,1,1,0,0,1,-17.6765,-20.3358
R_3sdBt5Pez53hDAj,5cab4ce7fc216d0016162830,2026-03-28T01:12:12Z,2026-03-28T01:18:15Z,362.0,W_incorrect_weak,Female,5eb02a40b17a8c0868685d32,42.0,9.0,23.0,12.0,-11.0,2.0,4.0,2.0,2.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.49,35.021,13.959,13.292,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,39.0,Black,1,1,1,0,0,-40.6765,-6.3358
R_76mXjSqLXzMOIKk,60fee8accc3a1247684fbe16,2026-03-28T01:20:59Z,2026-03-28T01:26:29Z,330.0,M_correct_strong,Male,561bbdf9811d22000df3138a,6.0,13.0,80.0,87.0,7.0,75.0,82.0,7.0,7.0,dominant_man_wins,dominant_woman_wins,Dominant_ManWins,Dominant_WomanWins,A,A,1,0.88,30.521,5.662,8.163,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,29.0,White,1,1,0,1,1,32.3235,-16.3358
R_11iWBkZ2cbGzNUl,668ac2d21e1c6db3449f0be8,2026-03-28T01:21:56Z,2026-03-28T01:29:15Z,439.0,W_incorrect_weak,Female,5eb02a40b17a8c0868685d32,42.0,9.0,23.0,34.0,11.0,71.0,73.0,2.0,2.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.15,14.519,5.329,8.629,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,37.0,White,1,1,1,0,0,28.3235,-8.3358
R_115ZkN4rm2LLCbn,670f6171756d8d3b2a73e819,2026-03-28T01:26:41Z,2026-03-28T01:38:18Z,697.0,W_incorrect_strong,Female,5e05ab290db892fcd8036b1a,5.0,65.0,82.0,73.0,-9.0,100.0,100.0,0.0,0.0,misleading_man_looks_better,unknown_woman_gk,ObviousFails_ManLooksBetter,Unknown_WomanGK_ManWins,B,A,0,0.0,27.465,5.856,3.119,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,46.0,Asian,1,0,1,0,1,57.3235,0.6642
R_5je3h2qSXnxEVH8,5e2bee472b21bb229e9e463e,2026-03-28T01:37:09Z,2026-03-28T01:50:31Z,801.0,M_correct_weak,Male,566a3e0e7da0350012b3ec49,58.0,1.0,23.0,28.0,5.0,50.0,71.0,21.0,21.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,B,1,0.75,57.94,13.258,30.013,M,correct,weak,Success,1,1,1,1,1,5,5,1,Female,0,0,Female,63.0,White,0,1,0,1,0,7.3235,17.6642
R_32mM2Yve9NzDxL0,66be6ceec893e327db92ca2d,2026-03-28T01:47:14Z,2026-03-28T01:51:48Z,273.0,W_correct_weak,Female,66ccca31c45aad520357f3fb,52.0,1.0,13.0,10.0,-3.0,8.0,20.0,12.0,12.0,identical_woman_woman,misleading_woman_looks_better,Identical_WomanWoman_Bwins,ObviousFails_WomanLooksBetter,B,B,1,0.54,35.656,15.867,8.521,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,53.0,White,1,1,1,1,0,-34.6765,7.6642
R_7LjXuc1OjYwgQ8h,6638068d9ab49383d1fe00ae,2026-03-28T01:41:25Z,2026-03-28T01:52:39Z,673.0,M_incorrect_strong,Male,5ee00b8630f30b34f2a5dc1c,6.0,4.0,80.0,90.0,10.0,40.0,10.0,-30.0,30.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.3,15.118,13.719,8.929,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,42.0,Black,1,1,0,0,1,-2.6765,-3.3358
R_5OHmkyYCfTi3DKR,65177add8af27911a3ee59cb,2026-03-28T02:05:23Z,2026-03-28T02:15:44Z,620.0,M_incorrect_strong,Male,62877d5f6a054e53313ac916,97.0,99.0,85.0,78.0,-7.0,100.0,10.0,-90.0,90.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,B,0,0.0,63.121,21.347,13.742,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Male,56.0,White,1,1,0,0,1,57.3235,10.6642
R_3YqRePo8VPj6yts,6942a793a0943732e26bc8a2,2026-03-28T02:14:43Z,2026-03-28T02:28:37Z,833.0,M_incorrect_strong,Male,631c8e97db06f601f81bd82f,8.0,2.0,77.0,72.0,-5.0,57.0,57.0,0.0,0.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.22,103.156,29.066,20.177,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,58.0,White,1,0,0,0,1,14.3235,12.6642
R_6zI3yKoGqQU7Cto,5c707aa503f85b0001af8c7b,2026-03-28T02:38:07Z,2026-03-28T02:43:05Z,297.0,M_incorrect_weak,Male,66956649d7179281d46fa6f2,48.0,5.0,13.0,10.0,-3.0,5.0,3.0,-2.0,2.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.47,23.538,15.675,4.634,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,55.0,White,0,1,0,0,0,-37.6765,9.6642
R_6mlbDqSCt5kWZ8a,5f13ea38e764c61a82f38588,2026-03-28T02:44:44Z,2026-03-28T02:48:35Z,231.0,M_incorrect_strong,Male,62877d5f6a054e53313ac916,97.0,99.0,85.0,90.0,5.0,65.0,78.0,13.0,13.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,B,0,0.17,18.287,5.654,3.659,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,30.0,Asian,1,1,0,0,1,22.3235,-15.3358
R_1m4mDaQhriEIAN3,6569e8f2c11fdd022b5c6d9e,2026-03-28T02:46:46Z,2026-03-28T02:54:12Z,445.0,M_incorrect_strong,Male,631c8e97db06f601f81bd82f,8.0,2.0,77.0,70.0,-7.0,100.0,100.0,0.0,0.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.0,21.731,3.46,8.474,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Male,36.0,Black,0,0,0,0,1,57.3235,-9.3358
R_37e4gM0SJJOTGfv,676ef542f8b2a7d4114f3786,2026-03-28T02:47:20Z,2026-03-28T02:56:22Z,541.0,W_incorrect_strong,Female,66d9d8108156d32cbe34ee6f,8.0,10.0,77.0,70.0,-7.0,50.0,35.0,-15.0,15.0,misleading_woman_looks_better,man_vs_man,ObviousFails_WomanLooksBetter,ManVsMan_Awins,B,A,0,0.25,53.382,15.47,22.15,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,39.0,White,1,1,1,0,1,7.3235,-6.3358
R_1EqMVzmR8pWSmc1,5f330bfd7109cd0e649566b6,2026-03-28T02:58:45Z,2026-03-28T03:08:54Z,609.0,M_incorrect_weak,Male,612962f44f151ddfd0298c52,42.0,12.0,23.0,18.0,-5.0,60.0,100.0,40.0,40.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.2,31.318,14.107,8.408,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,55.0,White,1,1,0,0,0,17.3235,9.6642
R_5U0gOtJgPKJrQGy,5eb3935fd0e02317909c5f32,2026-03-28T03:23:37Z,2026-03-28T03:27:43Z,246.0,M_correct_weak,Male,5d951ede9b6f880018f63b6e,56.0,91.0,20.0,13.0,-7.0,10.0,9.0,-1.0,1.0,split_unknowns,close_woman_wins,SplitUnknowns_ManWins,Close_WomanWins,B,B,1,0.55,29.397,11.325,4.176,M,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Non-binary,35.0,White,0,1,0,1,0,-32.6765,-10.3358
R_13fM1uQLD1q90Zz,60714361f47701ab73535ae8,2026-03-28T03:38:48Z,2026-03-28T03:45:49Z,420.0,M_incorrect_weak,Male,5ced8f96a726ed0015d31452,43.0,1.0,21.0,13.0,-8.0,20.0,1.0,-19.0,19.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,A,0,0.4,29.256,10.701,9.537,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,54.0,White,0,1,0,0,0,-22.6765,8.6642
R_1t0nxU9ZPKDMtMd,622f7f35376a1f92763ddbe2,2026-03-28T04:03:33Z,2026-03-28T04:14:59Z,686.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,71.0,-8.0,90.0,90.0,0.0,0.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.95,92.058,26.725,13.652,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,71.0,White,1,0,1,1,1,47.3235,25.6642
R_15KrsnlE05fgX0x,696a9773a84c5f9d4a930874,2026-03-28T04:13:05Z,2026-03-28T04:20:08Z,423.0,M_correct_strong,Male,6596d692ac956830b68776e0,8.0,6.0,77.0,68.0,-9.0,60.0,60.0,0.0,0.0,dominant_man_wins,misleading_woman_looks_better,Dominant_ManWins,ObviousFails_WomanLooksBetter,A,A,1,0.8,12.524,37.425,14.941,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,29.0,Black,1,0,0,1,1,17.3235,-16.3358
R_6plBoGZXaveBhz5,5ed856ab1f4a23368be98b1a,2026-03-28T04:17:11Z,2026-03-28T04:24:51Z,460.0,W_correct_strong,Female,611341c34be95409850e4341,5.0,5.0,82.0,74.0,-8.0,60.0,20.0,-40.0,40.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.8,51.013,29.023,9.71,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Non-binary,25.0,White,1,1,1,1,1,17.3235,-20.3358
R_1CjZlIGoNCYOmAt,65f08b5479f172bd6781d1d8,2026-03-28T04:19:53Z,2026-03-28T04:25:51Z,358.0,W_incorrect_strong,Female,5fab34d5e971f1617667232e,94.0,1.0,80.0,69.0,-11.0,100.0,75.0,-25.0,25.0,unknown_woman_gk,dominant_woman_wins,Unknown_WomanGK_ManWins,Dominant_WomanWins,A,B,0,0.0,15.505,8.107,7.641,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,49.0,White,1,1,1,0,1,57.3235,3.6642
R_3n8RACf7gV78Hqj,66dacbf67ea6c959464494d2,2026-03-28T04:24:39Z,2026-03-28T04:33:16Z,516.0,M_incorrect_weak,Male,629186f7e2f20297ead170be,56.0,1.0,20.0,11.0,-9.0,0.0,0.0,0.0,0.0,close_woman_wins,dominant_man_wins,Close_WomanWins,Dominant_ManWins,A,B,0,0.5,22.844,6.873,6.523,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,0,0,Female,50.0,White,0,0,0,0,0,-42.6765,4.6642
R_7Ja3Kc64LqgikX7,5dd396e15a40f2398c38e0e7,2026-03-28T04:32:33Z,2026-03-28T04:40:03Z,449.0,W_correct_weak,Female,66ccca31c45aad520357f3fb,52.0,1.0,13.0,22.0,9.0,0.0,100.0,100.0,100.0,identical_woman_woman,misleading_woman_looks_better,Identical_WomanWoman_Bwins,ObviousFails_WomanLooksBetter,B,B,1,0.5,36.239,10.363,9.837,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,56.0,White,1,1,1,1,0,-42.6765,10.6642
R_68HNnEn7zwQpfaN,5ffe3f18adbaca4ddb7e4006,2026-03-28T04:56:42Z,2026-03-28T05:02:48Z,365.0,M_incorrect_weak,Male,5e5731e3e1e8b90e25c1f3a2,45.0,11.0,18.0,29.0,11.0,10.0,55.0,45.0,45.0,split_unknowns,misleading_man_looks_better,SplitUnknowns_ManWins,ObviousFails_ManLooksBetter,B,A,0,0.45,40.361,10.891,16.601,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,54.0,White,1,1,0,0,0,-32.6765,8.6642
R_70TzLiccaE3d621,6311bd7a3e9ae0bf105608fd,2026-03-28T04:58:19Z,2026-03-28T05:10:00Z,701.0,W_incorrect_weak,Female,5eb02a40b17a8c0868685d32,42.0,9.0,23.0,12.0,-11.0,75.0,0.0,-75.0,75.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.13,56.943,8.196,11.296,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,44.0,Hispanic,1,1,1,0,0,32.3235,-1.3358
R_1hDCG8YSxi85zB3,6643e62d0b29ef525a53e94e,2026-03-28T04:54:22Z,2026-03-28T05:16:11Z,1309.0,M_correct_strong,Male,561bbdf9811d22000df3138a,6.0,13.0,80.0,85.0,5.0,55.0,90.0,35.0,35.0,dominant_man_wins,dominant_woman_wins,Dominant_ManWins,Dominant_WomanWins,A,A,1,0.78,401.225,112.632,16.59,M,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Female,33.0,Asian,0,1,0,1,1,12.3235,-12.3358
R_32KdAneA5cmmHqP,5c6709ab926a5b0001eb29c1,2026-03-28T05:13:01Z,2026-03-28T05:22:12Z,550.0,W_correct_weak,Female,66db9db4324609f1a7231f49,57.0,1.0,21.0,29.0,8.0,70.0,85.0,15.0,15.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,0.85,51.111,10.395,7.318,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,38.0,White,1,1,1,1,0,27.3235,-7.3358
R_1C70hrOJfdSEa8K,66043087e6f547531945bb3f,2026-03-28T05:18:03Z,2026-03-28T05:24:35Z,392.0,M_incorrect_weak,Male,66956649d7179281d46fa6f2,48.0,5.0,13.0,18.0,5.0,40.0,0.0,-40.0,40.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.3,10.821,19.893,33.198,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,0,0,Female,30.0,White,0,1,0,0,0,-2.6765,-15.3358
R_6OkHfKWtMfeEdo4,695ff63580d6ce826e06277f,2026-03-28T05:36:22Z,2026-03-28T05:43:18Z,415.0,W_correct_strong,Female,6632944bbc110f7862810d5a,2.0,4.0,87.0,81.0,-6.0,100.0,29.0,-71.0,71.0,man_vs_man,dominant_woman_wins,ManVsMan_Awins,Dominant_WomanWins,A,A,1,1.0,22.727,14.945,11.742,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,40.0,White,1,1,1,1,1,57.3235,-5.3358
R_6P2b42d10W6Gl4M,55cb7fdafdf99b3c26ae4d4a,2026-03-28T05:46:09Z,2026-03-28T05:55:54Z,584.0,W_incorrect_weak,Female,677c314658f46f3c0f19ba34,56.0,22.0,20.0,27.0,7.0,12.0,35.0,23.0,23.0,close_woman_wins,man_vs_man,Close_WomanWins,ManVsMan_Awins,A,B,0,0.44,23.121,3.392,2.262,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,30.0,Asian,1,1,1,0,0,-30.6765,-15.3358
R_3GWCHZl5Q1UR7CQ,60901816d52378c69c140607,2026-03-28T05:46:59Z,2026-03-28T06:00:16Z,796.0,W_incorrect_strong,Female,66d9d8108156d32cbe34ee6f,8.0,10.0,77.0,85.0,8.0,50.0,100.0,50.0,50.0,misleading_woman_looks_better,man_vs_man,ObviousFails_WomanLooksBetter,ManVsMan_Awins,B,A,0,0.25,64.514,12.791,10.046,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,35.0,Black,1,1,1,0,1,7.3235,-10.3358
R_3Yn5yS4iJeN3dpH,67be1d86f01089f6bc1677f1,2026-03-28T05:59:12Z,2026-03-28T06:12:06Z,774.0,W_incorrect_strong,Female,5fab34d5e971f1617667232e,94.0,1.0,80.0,69.0,-11.0,80.0,10.0,-70.0,70.0,unknown_woman_gk,dominant_woman_wins,Unknown_WomanGK_ManWins,Dominant_WomanWins,A,B,0,0.1,29.629,45.364,30.417,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,64.0,White,1,1,1,0,1,37.3235,18.6642
R_5QuiBPPMX4uczXC,668c6c4fb184937d7728fbee,2026-03-28T07:09:39Z,2026-03-28T07:18:30Z,531.0,W_incorrect_strong,Female,67e188720841b364cd463eaa,7.0,2.0,79.0,88.0,9.0,60.0,70.0,10.0,10.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.2,38.616,12.278,7.195,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,24.0,Black,1,1,1,0,1,17.3235,-21.3358
R_734b5o6z81YrQud,5d4c7d1a2a25e5000114cf3b,2026-03-28T07:31:58Z,2026-03-28T07:40:40Z,521.0,M_correct_weak,Male,6750f7eb7c60e2b2c22aeaea,57.0,5.0,21.0,12.0,-9.0,10.0,15.0,5.0,5.0,split_unknowns,misleading_woman_looks_better,SplitUnknowns_ManWins,ObviousFails_WomanLooksBetter,B,B,1,0.55,33.956,34.216,14.528,M,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Female,62.0,White,0,1,0,1,0,-32.6765,16.6642
R_7sp6ZqTrrKxtAXf,559cc7e3fdf99b66d8b28f88,2026-03-28T08:04:21Z,2026-03-28T08:10:20Z,359.0,W_incorrect_weak,Female,671165ce01cd9c2699b90dc1,47.0,6.0,15.0,26.0,11.0,0.0,0.0,0.0,0.0,identical_woman_woman,misleading_man_looks_better,Identical_WomanWoman_Bwins,ObviousFails_ManLooksBetter,B,A,0,0.5,35.308,18.679,13.758,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,58.0,White,1,0,1,0,0,-42.6765,12.6642
R_5EZVQJQg7Til0SB,5ce4eea02210eb0017870791,2026-03-28T08:06:33Z,2026-03-28T08:13:58Z,444.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,85.0,6.0,80.0,80.0,0.0,0.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.9,30.751,16.58,19.246,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,47.0,White,1,0,1,1,1,37.3235,1.6642
R_5ugvnF0eXFE2zZL,6677d6717517a30156ec9a88,2026-03-28T08:36:36Z,2026-03-28T08:49:08Z,752.0,M_incorrect_strong,Male,6745f39f437c441b19285a1a,4.0,4.0,84.0,76.0,-8.0,100.0,80.0,-20.0,20.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.0,128.853,24.481,21.096,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,55.0,Hispanic,1,1,0,0,1,57.3235,9.6642
R_5qVc52G8oRgw0ch,663442d7d93b6a44b72baf84,2026-03-28T08:35:48Z,2026-03-28T08:51:03Z,915.0,W_incorrect_weak,Female,61496cada4d62f06804fa610,45.0,4.0,18.0,12.0,-6.0,15.0,15.0,0.0,0.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,A,0,0.42,110.442,27.597,34.268,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,52.0,White,1,0,1,0,0,-27.6765,6.6642
R_7X0XAEqhdoRHxX4,652177a98948564c40f43f99,2026-03-28T09:11:46Z,2026-03-28T09:21:00Z,554.0,W_incorrect_weak,Female,63d5b810f3dbbd11e7e65870,48.0,98.0,13.0,10.0,-3.0,40.0,20.0,-20.0,20.0,misleading_woman_looks_better,close_woman_wins,ObviousFails_WomanLooksBetter,Close_WomanWins,B,A,0,0.3,38.63,19.894,16.092,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,46.0,Asian,0,1,1,0,0,-2.6765,0.6642
R_5pPrfBsS7xFYnti,5b133bba30d562000155dc2e,2026-03-28T09:46:04Z,2026-03-28T09:53:20Z,435.0,W_correct_strong,Female,67ddbba0fa5e1ce984f9fb87,1.0,93.0,88.0,90.0,2.0,50.0,60.0,10.0,10.0,dominant_woman_wins,dominant_man_wins,Dominant_WomanWins,Dominant_ManWins,A,A,1,0.75,35.503,11.907,10.711,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,46.0,White,1,1,1,1,1,7.3235,0.6642
R_1CK6xc5vKQfERRj,6619f473b17fea936396e604,2026-03-28T10:39:39Z,2026-03-28T10:44:47Z,307.0,M_correct_strong,Male,59e7477e3e4b5a00016aa4d2,4.0,1.0,84.0,77.0,-7.0,0.0,100.0,100.0,100.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,A,1,0.5,21.717,6.987,4.476,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,43.0,White,1,1,0,1,1,-42.6765,-2.3358
R_6EQnQJ1gOJDTUl3,5b036a88c66dc600019803b3,2026-03-28T12:07:35Z,2026-03-28T12:13:04Z,329.0,M_incorrect_weak,Male,66956649d7179281d46fa6f2,48.0,5.0,13.0,22.0,9.0,0.0,0.0,0.0,0.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.5,28.222,4.18,4.709,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Male,30.0,Asian,1,0,0,0,0,-42.6765,-15.3358
R_5rij2WDwyHcKvrs,64d5200af8a61b7cb720b708,2026-03-28T12:28:53Z,2026-03-28T12:34:16Z,323.0,W_incorrect_strong,Female,641386b1cb9a9c1e3569d4ee,3.0,2.0,85.0,80.0,-5.0,25.0,100.0,75.0,75.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.38,28.074,6.737,7.851,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,57.0,White,1,1,1,0,1,-17.6765,11.6642
R_3Jqi8pblkMRy935,67e3f1025293c35616d6e544,2026-03-28T12:48:26Z,2026-03-28T13:00:42Z,736.0,M_incorrect_weak,Male,5f2f03deec679e2cf4a992e6,46.0,6.0,16.0,10.0,-6.0,39.0,80.0,41.0,41.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,A,0,0.3,20.094,22.586,5.047,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Male,22.0,Black,0,1,0,0,0,-3.6765,-23.3358
R_3r93XefPQAI3B1n,5fc7a6aaa7646c0009521161,2026-03-28T13:16:29Z,2026-03-28T13:21:11Z,282.0,W_correct_weak,Female,66ccca31c45aad520357f3fb,52.0,1.0,13.0,19.0,6.0,12.0,20.0,8.0,8.0,identical_woman_woman,misleading_woman_looks_better,Identical_WomanWoman_Bwins,ObviousFails_WomanLooksBetter,B,B,1,0.56,26.134,14.535,6.781,W,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Male,54.0,White,0,1,1,1,0,-30.6765,8.6642
R_6EUWKg89GvTDUul,65ee154afdaf7eac7d0144c0,2026-03-28T13:17:51Z,2026-03-28T13:21:34Z,222.0,W_correct_strong,Female,61033627c32742424aeaaac1,3.0,3.0,85.0,90.0,5.0,80.0,100.0,20.0,20.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.9,15.697,4.04,3.12,W,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Female,41.0,White,0,1,1,1,1,37.3235,-4.3358
